316,317,304,512,266,-4.72,-0.37,106.60,
316,317,304,512,266,-5.65,2.83,94.07,
316,317,304,513,265,-6.66,5.12,82.21,
316,317,304,513,266,-7.50,6.31,72.03,
316,317,304,512,266,-8.07,6.69,63.58,
317,317,304,513,266,-8.15,5.72,59.65,
317,317,304,513,266,-7.47,2.47,68.95,
315,317,304,513,266,-7.06,0.20,76.37,
316,317,304,512,266,-6.78,-1.34,82.22,
316,317,304,512,266,-6.56,-2.34,86.83,
316,317,304,513,266,-6.15,-2.18,90.22,
317,317,304,512,266,-5.31,-0.29,92.95,
317,317,304,512,266,-4.80,0.90,95.06,
316,317,304,512,266,-4.47,1.57,96.72,
316,317,304,513,266,-4.29,1.88,98.05,
316,317,304,512,266,-4.27,1.70,99.26,
316,317,304,512,266,-4.55,0.79,100.86,
316,317,304,513,266,-4.71,0.17,102.07,
316,317,304,513,266,-4.81,-0.21,103.00,
317,317,304,513,266,-4.87,-0.41,103.72,
317,317,304,513,266,-4.91,-0.51,104.24,
316,317,304,513,266,-4.91,-0.60,104.64,
316,317,304,513,266,-4.90,-0.64,104.96,
316,317,304,513,266,-4.88,-0.67,105.21,
316,318,304,512,266,-4.86,-0.66,105.38,
316,317,304,513,266,-4.85,-0.62,105.60,
316,317,304,513,266,-4.85,-0.64,105.92,
316,317,304,512,266,-4.87,-0.65,106.18,
316,317,304,513,266,-4.83,-0.63,106.39,
317,317,304,513,266,-4.84,-0.59,106.56,
316,317,304,513,266,-4.82,-0.49,106.47,
316,317,304,513,266,-4.73,-0.36,106.11,
316,317,304,512,266,-4.66,-0.28,105.83,
316,317,304,512,266,-4.62,-0.21,105.62,
316,317,304,513,266,-4.63,-0.19,105.47,
316,317,304,512,265,-4.64,-0.20,105.36,
316,317,304,512,266,-4.64,-0.25,105.31,
316,317,304,512,266,-4.70,-0.20,105.28,
316,317,304,512,266,-4.71,-0.19,105.25,
316,317,304,513,266,-4.71,-0.25,105.23,
316,317,304,513,266,-4.59,-0.09,105.73,
316,317,304,513,266,-4.52,0.09,106.27,
316,317,304,512,266,-4.47,0.16,106.72,
316,317,304,512,266,-4.47,0.19,107.05,
316,317,304,513,266,-4.48,0.17,107.31,
316,317,304,513,266,-4.48,0.14,107.00,
316,317,304,513,266,-4.47,0.09,106.76,
317,317,304,513,266,-4.48,0.09,106.57,
316,317,304,513,266,-4.48,0.06,106.40,
316,317,304,512,266,-4.52,0.07,106.28,
317,317,304,513,266,-4.51,0.10,106.60,
316,317,304,513,266,-4.51,0.07,106.84,
317,317,304,513,266,-4.50,0.01,107.04,
316,317,304,513,266,-4.52,-0.01,107.22,
316,317,304,513,266,-4.53,-0.03,107.35,
316,317,304,513,266,-4.58,-0.09,107.43,
316,317,304,513,266,-4.63,-0.16,107.49,
316,317,304,513,266,-4.62,-0.19,107.53,
316,317,304,512,266,-4.64,-0.24,107.56,
316,317,304,512,266,-4.66,-0.30,107.51,
316,317,304,512,266,-4.71,-0.36,107.36,
316,317,304,512,266,-4.73,-0.40,107.25,
316,317,304,513,266,-4.75,-0.41,107.16,
316,317,304,513,266,-4.73,-0.41,107.08,
316,317,304,512,266,-4.75,-0.46,107.27,
317,317,304,512,266,-4.77,-0.53,107.59,
316,317,304,512,266,-4.81,-0.56,107.85,
316,317,304,512,266,-4.80,-0.59,108.04,
315,317,304,513,266,-4.82,-0.58,108.20,
316,317,304,513,266,-4.81,-0.53,108.21,
317,317,304,512,266,-4.76,-0.45,108.16,
316,317,304,513,266,-4.74,-0.39,108.12,
317,317,304,513,266,-4.73,-0.37,108.10,
316,317,304,513,266,-4.72,-0.34,108.07,
316,317,304,513,266,-4.70,-0.30,107.96,
316,317,304,513,266,-4.69,-0.25,107.84,
316,317,304,513,266,-4.69,-0.23,107.75,
316,317,304,512,266,-4.68,-0.21,107.68,
317,317,304,513,266,-4.67,-0.24,107.62,
316,318,304,513,266,-4.70,-0.28,107.55,
316,317,304,513,266,-4.72,-0.32,107.50,
316,317,304,513,266,-4.72,-0.34,107.46,
317,317,304,513,266,-4.73,-0.34,107.43,
316,317,304,512,266,-4.72,-0.34,107.42,
317,317,304,512,266,-4.72,-0.34,107.44,
316,317,304,513,266,-4.70,-0.34,107.47,
317,317,304,512,266,-4.69,-0.33,107.49,
317,317,304,512,266,-4.70,-0.32,107.50,
316,317,304,513,266,-4.71,-0.30,107.47,
316,317,304,513,266,-4.68,-0.25,107.32,
317,317,304,513,266,-4.66,-0.23,107.20,
316,317,304,513,266,-4.62,-0.22,107.11,
316,317,304,512,266,-4.62,-0.23,107.04,
316,317,304,513,266,-4.62,-0.23,107.03,
317,317,304,513,266,-4.64,-0.25,107.11,
316,317,304,513,266,-4.65,-0.28,107.16,
316,317,304,513,266,-4.65,-0.30,107.20,
316,317,304,513,266,-4.65,-0.31,107.24,
316,317,304,513,266,-4.66,-0.33,107.29,
316,317,304,513,266,-4.67,-0.34,107.37,
